outer_fold,feature_date,target_date,nested_role,included,exclusion_reason,component_validation_start,hybrid_validation_start,outer_test_start,dataset_sha256,split_sha256,nested_split_id
1,2021-02-13,2021-02-18,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-14,2021-02-19,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-15,2021-02-20,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-16,2021-02-21,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-17,2021-02-22,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-18,2021-02-23,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-19,2021-02-24,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-20,2021-02-25,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-21,2021-02-26,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-22,2021-02-27,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-23,2021-02-28,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-24,2021-03-01,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-25,2021-03-02,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-26,2021-03-03,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-27,2021-03-04,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-02-28,2021-03-05,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-01,2021-03-06,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-02,2021-03-07,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-03,2021-03-08,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-04,2021-03-09,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-05,2021-03-10,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-06,2021-03-11,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-07,2021-03-12,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-08,2021-03-13,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-09,2021-03-14,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-10,2021-03-15,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-11,2021-03-16,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-12,2021-03-17,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-13,2021-03-18,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-14,2021-03-19,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-15,2021-03-20,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-16,2021-03-21,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-17,2021-03-22,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-18,2021-03-23,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-19,2021-03-24,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-20,2021-03-25,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-21,2021-03-26,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-22,2021-03-27,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-23,2021-03-28,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-24,2021-03-29,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-25,2021-03-30,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-26,2021-03-31,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-27,2021-04-01,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-28,2021-04-02,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-29,2021-04-03,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-30,2021-04-04,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-03-31,2021-04-05,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-01,2021-04-06,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-02,2021-04-07,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-03,2021-04-08,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-04,2021-04-09,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-05,2021-04-10,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-06,2021-04-11,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-07,2021-04-12,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-08,2021-04-13,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-09,2021-04-14,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-10,2021-04-15,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-11,2021-04-16,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-12,2021-04-17,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-13,2021-04-18,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-14,2021-04-19,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-15,2021-04-20,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-16,2021-04-21,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-17,2021-04-22,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-18,2021-04-23,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-19,2021-04-24,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-20,2021-04-25,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-21,2021-04-26,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-22,2021-04-27,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-23,2021-04-28,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-24,2021-04-29,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-25,2021-04-30,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-26,2021-05-01,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-27,2021-05-02,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-28,2021-05-03,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-29,2021-05-04,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-04-30,2021-05-05,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-05-01,2021-05-06,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
1,2021-05-02,2021-05-07,component_subtrain,True,,2021-07-26,2021-08-30,2021-10-10,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,h5_fold1_fully_nested_v1
