horizon,sample_idx,date,fold1_set,fold2_set,fold3_set
3,75,2021-04-19,train,train,train
3,76,2021-04-20,train,train,train
3,77,2021-04-21,train,train,train
3,78,2021-04-22,train,train,train
3,79,2021-04-23,train,train,train
3,80,2021-04-24,train,train,train
3,81,2021-04-25,train,train,train
3,82,2021-04-26,train,train,train
3,83,2021-04-27,train,train,train
3,84,2021-04-28,train,train,train
3,85,2021-04-29,train,train,train
3,86,2021-04-30,train,train,train
3,87,2021-05-01,train,train,train
3,88,2021-05-02,train,train,train
3,89,2021-05-03,train,train,train
3,90,2021-05-04,train,train,train
3,91,2021-05-05,train,train,train
3,92,2021-05-06,train,train,train
3,93,2021-05-07,train,train,train
3,94,2021-05-08,train,train,train
3,95,2021-05-09,train,train,train
3,96,2021-05-10,train,train,train
3,97,2021-05-11,train,train,train
3,98,2021-05-12,train,train,train
3,99,2021-05-13,train,train,train
3,100,2021-05-14,train,train,train
3,101,2021-05-15,train,train,train
3,102,2021-05-16,train,train,train
3,103,2021-05-17,train,train,train
3,104,2021-05-18,train,train,train
3,105,2021-05-19,train,train,train
3,106,2021-05-20,train,train,train
3,107,2021-05-21,train,train,train
3,108,2021-05-22,train,train,train
3,109,2021-05-23,train,train,train
3,110,2021-05-24,train,train,train
3,111,2021-05-25,train,train,train
3,112,2021-05-26,train,train,train
3,113,2021-05-27,train,train,train
3,114,2021-05-28,train,train,train
3,115,2021-05-29,train,train,train
3,116,2021-05-30,train,train,train
3,117,2021-05-31,train,train,train
3,118,2021-06-01,train,train,train
3,119,2021-06-02,train,train,train
3,120,2021-06-03,train,train,train
3,121,2021-06-04,train,train,train
3,122,2021-06-05,train,train,train
3,123,2021-06-06,train,train,train
3,124,2021-06-07,train,train,train
3,125,2021-06-08,train,train,train
3,126,2021-06-09,train,train,train
3,127,2021-06-10,train,train,train
3,128,2021-06-11,train,train,train
3,129,2021-06-12,train,train,train
3,130,2021-06-13,train,train,train
3,131,2021-06-14,train,train,train
3,132,2021-06-15,train,train,train
3,133,2021-06-16,train,train,train
3,134,2021-06-17,train,train,train
3,135,2021-06-18,train,train,train
3,136,2021-06-19,train,train,train
3,137,2021-06-20,train,train,train
3,138,2021-06-21,train,train,train
3,139,2021-06-22,train,train,train
3,140,2021-06-23,train,train,train
3,141,2021-06-24,train,train,train
3,142,2021-06-25,train,train,train
3,143,2021-06-26,train,train,train
3,144,2021-06-27,train,train,train
3,145,2021-06-28,train,train,train
3,146,2021-06-29,train,train,train
3,147,2021-06-30,train,train,train
3,148,2021-07-01,train,train,train
3,149,2021-07-02,train,train,train
3,150,2021-07-03,train,train,train
3,151,2021-07-04,train,train,train
3,152,2021-07-05,train,train,train
3,153,2021-07-06,train,train,train
3,154,2021-07-07,train,train,train
3,155,2021-07-08,train,train,train
3,156,2021-07-09,train,train,train
3,157,2021-07-10,train,train,train
3,158,2021-07-11,train,train,train
3,159,2021-07-12,train,train,train
3,160,2021-07-13,train,train,train
3,161,2021-07-14,train,train,train
3,162,2021-07-15,train,train,train
3,163,2021-07-16,train,train,train
3,164,2021-07-17,train,train,train
3,165,2021-07-18,train,train,train
3,166,2021-07-19,train,train,train
3,167,2021-07-20,train,train,train
3,168,2021-07-21,train,train,train
3,169,2021-07-22,train,train,train
3,170,2021-07-23,train,train,train
3,171,2021-07-24,train,train,train
3,172,2021-07-25,train,train,train
3,173,2021-07-26,train,train,train
3,174,2021-07-27,train,train,train
3,175,2021-07-28,train,train,train
3,176,2021-07-29,train,train,train
3,177,2021-07-30,train,train,train
3,178,2021-07-31,train,train,train
3,179,2021-08-01,train,train,train
3,180,2021-08-02,train,train,train
3,181,2021-08-03,train,train,train
3,182,2021-08-04,train,train,train
3,183,2021-08-05,train,train,train
3,184,2021-08-06,train,train,train
3,185,2021-08-07,train,train,train
3,186,2021-08-08,train,train,train
3,187,2021-08-09,train,train,train
3,188,2021-08-10,train,train,train
3,189,2021-08-11,train,train,train
3,190,2021-08-12,train,train,train
3,191,2021-08-13,train,train,train
3,192,2021-08-14,train,train,train
3,193,2021-08-15,train,train,train
3,194,2021-08-16,train,train,train
3,195,2021-08-17,train,train,train
3,196,2021-08-18,train,train,train
3,197,2021-08-19,train,train,train
3,198,2021-08-20,train,train,train
3,199,2021-08-21,train,train,train
3,200,2021-08-22,train,train,train
3,201,2021-08-23,train,train,train
3,202,2021-08-24,train,train,train
3,203,2021-08-25,train,train,train
3,204,2021-08-26,train,train,train
3,205,2021-08-27,train,train,train
3,206,2021-08-28,train,train,train
3,207,2021-08-29,train,train,train
3,208,2021-08-30,train,train,train
3,209,2021-08-31,train,train,train
3,210,2021-09-01,train,train,train
3,211,2021-09-02,train,train,train
3,212,2021-09-03,train,train,train
3,213,2021-09-04,train,train,train
3,214,2021-09-05,train,train,train
3,215,2021-09-06,train,train,train
3,216,2021-09-07,train,train,train
3,217,2021-09-08,train,train,train
3,218,2021-09-09,train,train,train
3,219,2021-09-10,train,train,train
3,220,2021-09-11,train,train,train
3,221,2021-09-12,train,train,train
3,222,2021-09-13,train,train,train
3,223,2021-09-14,train,train,train
3,224,2021-09-15,train,train,train
3,225,2021-09-16,train,train,train
3,226,2021-09-17,train,train,train
3,227,2021-09-18,train,train,train
3,228,2021-09-19,train,train,train
3,229,2021-09-20,train,train,train
3,230,2021-09-21,train,train,train
3,231,2021-09-22,train,train,train
3,232,2021-09-23,train,train,train
3,233,2021-09-24,train,train,train
3,234,2021-09-25,train,train,train
3,235,2021-09-26,train,train,train
3,236,2021-09-27,train,train,train
3,237,2021-09-28,train,train,train
3,238,2021-09-29,train,train,train
3,239,2021-09-30,train,train,train
3,240,2021-10-01,train,train,train
3,241,2021-10-02,train,train,train
3,242,2021-10-03,train,train,train
3,243,2021-10-04,train,train,train
3,244,2021-10-05,train,train,train
3,245,2021-10-06,train,train,train
3,246,2021-10-07,train,train,train
3,247,2021-10-08,train,train,train
3,248,2021-10-09,train,train,train
3,249,2021-10-10,train,train,train
3,250,2021-10-11,train,train,train
3,251,2021-10-12,test,train,train
3,252,2021-10-13,test,train,train
3,253,2021-10-14,test,train,train
3,254,2021-10-15,test,train,train
3,255,2021-10-16,test,train,train
3,256,2021-10-17,test,train,train
3,257,2021-10-18,test,train,train
3,258,2021-10-19,test,train,train
3,259,2021-10-20,test,train,train
3,260,2021-10-21,test,train,train
3,261,2021-10-22,test,train,train
3,262,2021-10-23,test,train,train
3,263,2021-10-24,test,train,train
3,264,2021-10-25,test,train,train
3,265,2021-10-26,test,train,train
3,266,2021-10-27,test,train,train
3,267,2021-10-28,test,train,train
3,268,2021-10-29,test,train,train
3,269,2021-10-30,test,train,train
3,270,2021-10-31,test,train,train
3,271,2021-11-01,test,train,train
3,272,2021-11-02,test,train,train
3,273,2021-11-03,test,train,train
3,274,2021-11-04,test,train,train
3,275,2021-11-05,test,train,train
3,276,2021-11-06,test,train,train
3,277,2021-11-07,test,train,train
3,278,2021-11-08,test,train,train
3,279,2021-11-09,test,train,train
3,280,2021-11-10,test,train,train
3,281,2021-11-11,test,train,train
3,282,2021-11-12,test,train,train
3,283,2021-11-13,test,train,train
3,284,2021-11-14,test,train,train
3,285,2021-11-15,test,train,train
3,286,2021-11-16,test,train,train
3,287,2021-11-17,test,train,train
3,288,2021-11-18,test,train,train
3,289,2021-11-19,test,train,train
3,290,2021-11-20,test,train,train
3,291,2021-11-21,test,train,train
3,292,2021-11-22,test,train,train
3,293,2021-11-23,test,train,train
3,294,2021-11-24,test,train,train
3,295,2021-11-25,test,train,train
3,296,2021-11-26,test,train,train
3,297,2021-11-27,test,train,train
3,298,2021-11-28,test,train,train
3,299,2021-11-29,test,train,train
3,300,2021-11-30,test,train,train
3,301,2021-12-01,test,train,train
3,302,2021-12-02,test,train,train
3,303,2021-12-03,test,train,train
3,304,2021-12-04,test,train,train
3,305,2021-12-05,test,train,train
3,306,2021-12-06,test,train,train
3,307,2021-12-07,test,train,train
3,308,2021-12-08,test,train,train
3,309,2021-12-09,test,train,train
3,310,2021-12-10,test,train,train
3,311,2021-12-11,test,train,train
3,312,2021-12-12,test,train,train
3,313,2021-12-13,test,train,train
3,314,2021-12-14,test,train,train
3,315,2021-12-15,test,train,train
3,316,2021-12-16,test,train,train
3,317,2021-12-17,test,train,train
3,318,2021-12-18,test,train,train
3,319,2021-12-19,test,train,train
3,320,2021-12-20,test,train,train
3,321,2021-12-21,test,train,train
3,322,2021-12-22,test,train,train
3,323,2021-12-23,test,train,train
3,324,2021-12-24,test,train,train
3,325,2021-12-25,test,train,train
3,326,2021-12-26,test,train,train
3,327,2021-12-27,test,train,train
3,328,2021-12-28,test,train,train
3,329,2021-12-29,test,train,train
3,330,2021-12-30,test,train,train
3,331,2021-12-31,test,train,train
3,332,2022-01-01,test,train,train
3,333,2022-01-02,test,train,train
3,334,2022-01-03,test,train,train
3,335,2022-01-04,test,train,train
3,336,2022-01-05,test,train,train
3,337,2022-01-06,test,train,train
3,338,2022-01-07,test,train,train
3,339,2022-01-08,test,train,train
3,340,2022-01-09,test,train,train
3,341,2022-01-10,test,train,train
3,342,2022-01-11,test,train,train
3,343,2022-01-12,test,train,train
3,344,2022-01-13,test,train,train
3,345,2022-01-14,test,train,train
3,346,2022-01-15,test,train,train
3,347,2022-01-16,test,train,train
3,348,2022-01-17,test,train,train
3,349,2022-01-18,test,train,train
3,350,2022-01-19,test,train,train
3,351,2022-01-20,test,train,train
3,352,2022-01-21,test,train,train
3,353,2022-01-22,test,train,train
3,354,2022-01-23,test,train,train
3,355,2022-01-24,test,train,train
3,356,2022-01-25,test,train,train
3,357,2022-01-26,test,train,train
3,358,2022-01-27,test,train,train
3,359,2022-01-28,test,train,train
3,360,2022-01-29,test,train,train
3,361,2022-01-30,test,train,train
3,362,2022-01-31,test,train,train
3,363,2022-02-01,test,train,train
3,364,2022-02-02,test,train,train
3,365,2022-02-03,test,train,train
3,366,2022-02-04,test,train,train
3,367,2022-02-05,test,train,train
3,368,2022-02-06,test,train,train
3,369,2022-02-07,test,train,train
3,370,2022-02-08,test,train,train
3,371,2022-02-09,test,train,train
3,372,2022-02-10,test,train,train
3,373,2022-02-11,test,train,train
3,374,2022-02-12,test,train,train
3,375,2022-02-13,test,train,train
3,376,2022-02-14,test,train,train
3,377,2022-02-15,test,train,train
3,378,2022-02-16,test,train,train
3,379,2022-02-17,test,train,train
3,380,2022-02-18,test,train,train
3,381,2022-02-19,test,train,train
3,382,2022-02-20,test,train,train
3,383,2022-02-21,test,train,train
3,384,2022-02-22,test,train,train
3,385,2022-02-23,test,train,train
3,386,2022-02-24,test,train,train
3,387,2022-02-25,test,train,train
3,388,2022-02-26,test,train,train
3,389,2022-02-27,test,train,train
3,390,2022-02-28,test,train,train
3,391,2022-03-01,test,train,train
3,392,2022-03-02,test,train,train
3,393,2022-03-03,test,train,train
3,394,2022-03-04,test,train,train
3,395,2022-03-05,test,train,train
3,396,2022-03-06,test,train,train
3,397,2022-03-07,test,train,train
3,398,2022-03-08,test,train,train
3,399,2022-03-09,test,train,train
3,400,2022-03-10,test,train,train
3,401,2022-03-11,test,train,train
3,402,2022-03-12,test,train,train
3,403,2022-03-13,test,train,train
3,404,2022-03-14,test,train,train
3,405,2022-03-15,test,train,train
3,406,2022-03-16,test,train,train
3,407,2022-03-17,test,train,train
3,408,2022-03-18,test,train,train
3,409,2022-03-19,test,train,train
3,410,2022-03-20,test,train,train
3,411,2022-03-21,test,train,train
3,412,2022-03-22,test,train,train
3,413,2022-03-23,test,train,train
3,414,2022-03-24,test,train,train
3,415,2022-03-25,test,train,train
3,416,2022-03-26,test,train,train
3,417,2022-03-27,test,train,train
3,418,2022-03-28,test,train,train
3,419,2022-03-29,test,train,train
3,420,2022-03-30,test,train,train
3,421,2022-03-31,test,train,train
3,422,2022-04-01,test,train,train
3,423,2022-04-02,test,train,train
3,424,2022-04-03,test,train,train
3,425,2022-04-04,test,train,train
3,426,2022-04-05,test,train,train
3,427,2022-04-06,test,train,train
3,428,2022-04-07,test,train,train
3,429,2022-04-08,test,train,train
3,430,2022-04-09,test,train,train
3,431,2022-04-10,test,train,train
3,432,2022-04-11,test,train,train
3,433,2022-04-12,test,train,train
3,434,2022-04-13,test,train,train
3,435,2022-04-14,test,train,train
3,436,2022-04-15,test,train,train
3,437,2022-04-16,test,train,train
3,438,2022-04-17,test,train,train
3,439,2022-04-18,test,train,train
3,440,2022-04-19,test,train,train
3,441,2022-04-20,test,train,train
3,442,2022-04-21,test,train,train
3,443,2022-04-22,test,train,train
3,444,2022-04-23,test,train,train
3,445,2022-04-24,test,train,train
3,446,2022-04-25,test,train,train
3,447,2022-04-26,test,train,train
3,448,2022-04-27,test,train,train
3,449,2022-04-28,test,train,train
3,450,2022-04-29,test,train,train
3,451,2022-04-30,test,train,train
3,452,2022-05-01,test,train,train
3,453,2022-05-02,test,train,train
3,454,2022-05-03,test,train,train
3,455,2022-05-04,test,train,train
3,456,2022-05-05,test,train,train
3,457,2022-05-06,test,train,train
3,458,2022-05-07,test,train,train
3,459,2022-05-08,test,train,train
3,460,2022-05-09,test,train,train
3,461,2022-05-10,test,train,train
3,462,2022-05-11,test,train,train
3,463,2022-05-12,test,train,train
3,464,2022-05-13,test,train,train
3,465,2022-05-14,test,train,train
3,466,2022-05-15,test,train,train
3,467,2022-05-16,test,train,train
3,468,2022-05-17,test,train,train
3,469,2022-05-18,test,train,train
3,470,2022-05-19,test,train,train
3,471,2022-05-20,test,train,train
3,472,2022-05-21,test,train,train
3,473,2022-05-22,test,train,train
3,474,2022-05-23,test,train,train
3,475,2022-05-24,test,train,train
3,476,2022-05-25,test,train,train
3,477,2022-05-26,test,train,train
3,478,2022-05-27,test,train,train
3,479,2022-05-28,test,train,train
3,480,2022-05-29,test,train,train
3,481,2022-05-30,test,train,train
3,482,2022-05-31,test,train,train
3,483,2022-06-01,test,train,train
3,484,2022-06-02,test,train,train
3,485,2022-06-03,test,train,train
3,486,2022-06-04,test,train,train
3,487,2022-06-05,test,train,train
3,488,2022-06-06,test,train,train
3,489,2022-06-07,test,train,train
3,490,2022-06-08,test,train,train
3,491,2022-06-09,test,train,train
3,492,2022-06-10,test,train,train
3,493,2022-06-11,test,train,train
3,494,2022-06-12,test,train,train
3,495,2022-06-13,test,train,train
3,496,2022-06-14,test,train,train
3,497,2022-06-15,test,train,train
3,498,2022-06-16,test,train,train
3,499,2022-06-17,test,train,train
3,500,2022-06-18,unused,test,train
3,501,2022-06-19,unused,test,train
3,502,2022-06-20,unused,test,train
3,503,2022-06-21,unused,test,train
3,504,2022-06-22,unused,test,train
3,505,2022-06-23,unused,test,train
3,506,2022-06-24,unused,test,train
3,507,2022-06-25,unused,test,train
3,508,2022-06-26,unused,test,train
3,509,2022-06-27,unused,test,train
3,510,2022-06-28,unused,test,train
3,511,2022-06-29,unused,test,train
3,512,2022-06-30,unused,test,train
3,513,2022-07-01,unused,test,train
3,514,2022-07-02,unused,test,train
3,515,2022-07-03,unused,test,train
3,516,2022-07-04,unused,test,train
3,517,2022-07-05,unused,test,train
3,518,2022-07-06,unused,test,train
3,519,2022-07-07,unused,test,train
3,520,2022-07-08,unused,test,train
3,521,2022-07-09,unused,test,train
3,522,2022-07-10,unused,test,train
3,523,2022-07-11,unused,test,train
3,524,2022-07-12,unused,test,train
3,525,2022-07-13,unused,test,train
3,526,2022-07-14,unused,test,train
3,527,2022-07-15,unused,test,train
3,528,2022-07-16,unused,test,train
3,529,2022-07-17,unused,test,train
3,530,2022-07-18,unused,test,train
3,531,2022-07-19,unused,test,train
3,532,2022-07-20,unused,test,train
3,533,2022-07-21,unused,test,train
3,534,2022-07-22,unused,test,train
3,535,2022-07-23,unused,test,train
3,536,2022-07-24,unused,test,train
3,537,2022-07-25,unused,test,train
3,538,2022-07-26,unused,test,train
3,539,2022-07-27,unused,test,train
3,540,2022-07-28,unused,test,train
3,541,2022-07-29,unused,test,train
3,542,2022-07-30,unused,test,train
3,543,2022-07-31,unused,test,train
3,544,2022-08-01,unused,test,train
3,545,2022-08-02,unused,test,train
3,546,2022-08-03,unused,test,train
3,547,2022-08-04,unused,test,train
3,548,2022-08-05,unused,test,train
3,549,2022-08-06,unused,test,train
3,550,2022-08-07,unused,test,train
3,551,2022-08-08,unused,test,train
3,552,2022-08-09,unused,test,train
3,553,2022-08-10,unused,test,train
3,554,2022-08-11,unused,test,train
3,555,2022-08-12,unused,test,train
3,556,2022-08-13,unused,test,train
3,557,2022-08-14,unused,test,train
3,558,2022-08-15,unused,test,train
3,559,2022-08-16,unused,test,train
3,560,2022-08-17,unused,test,train
3,561,2022-08-18,unused,test,train
3,562,2022-08-19,unused,test,train
3,563,2022-08-20,unused,test,train
3,564,2022-08-21,unused,test,train
3,565,2022-08-22,unused,test,train
3,566,2022-08-23,unused,test,train
3,567,2022-08-24,unused,test,train
3,568,2022-08-25,unused,test,train
3,569,2022-08-26,unused,test,train
3,570,2022-08-27,unused,test,train
3,571,2022-08-28,unused,test,train
3,572,2022-08-29,unused,test,train
3,573,2022-08-30,unused,test,train
3,574,2022-08-31,unused,test,train
3,575,2022-09-01,unused,test,train
3,576,2022-09-02,unused,test,train
3,577,2022-09-03,unused,test,train
3,578,2022-09-04,unused,test,train
3,579,2022-09-05,unused,test,train
3,580,2022-09-06,unused,test,train
3,581,2022-09-07,unused,test,train
3,582,2022-09-08,unused,test,train
3,583,2022-09-09,unused,test,train
3,584,2022-09-10,unused,test,train
3,585,2022-09-11,unused,test,train
3,586,2022-09-12,unused,test,train
3,587,2022-09-13,unused,test,train
3,588,2022-09-14,unused,test,train
3,589,2022-09-15,unused,test,train
3,590,2022-09-16,unused,test,train
3,591,2022-09-17,unused,test,train
3,592,2022-09-18,unused,test,train
3,593,2022-09-19,unused,test,train
3,594,2022-09-20,unused,test,train
3,595,2022-09-21,unused,test,train
3,596,2022-09-22,unused,test,train
3,597,2022-09-23,unused,test,train
3,598,2022-09-24,unused,test,train
3,599,2022-09-25,unused,test,train
3,600,2022-09-26,unused,test,train
3,601,2022-09-27,unused,test,train
3,602,2022-09-28,unused,test,train
3,603,2022-09-29,unused,test,train
3,604,2022-09-30,unused,test,train
3,605,2022-10-01,unused,test,train
3,606,2022-10-02,unused,test,train
3,607,2022-10-03,unused,test,train
3,608,2022-10-04,unused,test,train
3,609,2022-10-05,unused,test,train
3,610,2022-10-06,unused,test,train
3,611,2022-10-07,unused,test,train
3,612,2022-10-08,unused,test,train
3,613,2022-10-09,unused,test,train
3,614,2022-10-10,unused,test,train
3,615,2022-10-11,unused,test,train
3,616,2022-10-12,unused,test,train
3,617,2022-10-13,unused,test,train
3,618,2022-10-14,unused,test,train
3,619,2022-10-15,unused,test,train
3,620,2022-10-16,unused,test,train
3,621,2022-10-17,unused,test,train
3,622,2022-10-18,unused,test,train
3,623,2022-10-19,unused,test,train
3,624,2022-10-20,unused,test,train
3,625,2022-10-21,unused,test,train
3,626,2022-10-22,unused,test,train
3,627,2022-10-23,unused,test,train
3,628,2022-10-24,unused,test,train
3,629,2022-10-25,unused,test,train
3,630,2022-10-26,unused,test,train
3,631,2022-10-27,unused,test,train
3,632,2022-10-28,unused,test,train
3,633,2022-10-29,unused,test,train
3,634,2022-10-30,unused,test,train
3,635,2022-10-31,unused,test,train
3,636,2022-11-01,unused,test,train
3,637,2022-11-02,unused,test,train
3,638,2022-11-03,unused,test,train
3,639,2022-11-04,unused,test,train
3,640,2022-11-05,unused,test,train
3,641,2022-11-06,unused,test,train
3,642,2022-11-07,unused,test,train
3,643,2022-11-08,unused,test,train
3,644,2022-11-09,unused,test,train
3,645,2022-11-10,unused,test,train
3,646,2022-11-11,unused,test,train
3,647,2022-11-12,unused,test,train
3,648,2022-11-13,unused,test,train
3,649,2022-11-14,unused,test,train
3,650,2022-11-15,unused,test,train
3,651,2022-11-16,unused,test,train
3,652,2022-11-17,unused,test,train
3,653,2022-11-18,unused,test,train
3,654,2022-11-19,unused,test,train
3,655,2022-11-20,unused,test,train
3,656,2022-11-21,unused,test,train
3,657,2022-11-22,unused,test,train
3,658,2022-11-23,unused,test,train
3,659,2022-11-24,unused,test,train
3,660,2022-11-25,unused,test,train
3,661,2022-11-26,unused,test,train
3,662,2022-11-27,unused,test,train
3,663,2022-11-28,unused,test,train
3,664,2022-11-29,unused,test,train
3,665,2022-11-30,unused,test,train
3,666,2022-12-01,unused,test,train
3,667,2022-12-02,unused,test,train
3,668,2022-12-03,unused,test,train
3,669,2022-12-04,unused,test,train
3,670,2022-12-05,unused,test,train
3,671,2022-12-06,unused,test,train
3,672,2022-12-07,unused,test,train
3,673,2022-12-08,unused,test,train
3,674,2022-12-09,unused,test,train
3,675,2022-12-10,unused,test,train
3,676,2022-12-11,unused,test,train
3,677,2022-12-12,unused,test,train
3,678,2022-12-13,unused,test,train
3,679,2022-12-14,unused,test,train
3,680,2022-12-15,unused,test,train
3,681,2022-12-16,unused,test,train
3,682,2022-12-17,unused,test,train
3,683,2022-12-18,unused,test,train
3,684,2022-12-19,unused,test,train
3,685,2022-12-20,unused,test,train
3,686,2022-12-21,unused,test,train
3,687,2022-12-22,unused,test,train
3,688,2022-12-23,unused,test,train
3,689,2022-12-24,unused,test,train
3,690,2022-12-25,unused,test,train
3,691,2022-12-26,unused,test,train
3,692,2022-12-27,unused,test,train
3,693,2022-12-28,unused,test,train
3,694,2022-12-29,unused,test,train
3,695,2022-12-30,unused,test,train
3,696,2022-12-31,unused,test,train
3,697,2023-01-01,unused,test,train
3,698,2023-01-02,unused,test,train
3,699,2023-01-03,unused,test,train
3,700,2023-01-04,unused,test,train
3,701,2023-01-05,unused,test,train
3,702,2023-01-06,unused,test,train
3,703,2023-01-07,unused,test,train
3,704,2023-01-08,unused,test,train
3,705,2023-01-09,unused,test,train
3,706,2023-01-10,unused,test,train
3,707,2023-01-11,unused,test,train
3,708,2023-01-12,unused,test,train
3,709,2023-01-13,unused,test,train
3,710,2023-01-14,unused,test,train
3,711,2023-01-15,unused,test,train
3,712,2023-01-16,unused,test,train
3,713,2023-01-17,unused,test,train
3,714,2023-01-18,unused,test,train
3,715,2023-01-19,unused,test,train
3,716,2023-01-20,unused,test,train
3,717,2023-01-21,unused,test,train
3,718,2023-01-22,unused,test,train
3,719,2023-01-23,unused,test,train
3,720,2023-01-24,unused,test,train
3,721,2023-01-25,unused,test,train
3,722,2023-01-26,unused,test,train
3,723,2023-01-27,unused,test,train
3,724,2023-01-28,unused,test,train
3,725,2023-01-29,unused,test,train
3,726,2023-01-30,unused,test,train
3,727,2023-01-31,unused,test,train
3,728,2023-02-01,unused,test,train
3,729,2023-02-02,unused,test,train
3,730,2023-02-03,unused,test,train
3,731,2023-02-04,unused,test,train
3,732,2023-02-05,unused,test,train
3,733,2023-02-06,unused,test,train
3,734,2023-02-07,unused,test,train
3,735,2023-02-08,unused,test,train
3,736,2023-02-09,unused,test,train
3,737,2023-02-10,unused,test,train
3,738,2023-02-11,unused,test,train
3,739,2023-02-12,unused,test,train
3,740,2023-02-13,unused,test,train
3,741,2023-02-14,unused,test,train
3,742,2023-02-15,unused,test,train
3,743,2023-02-16,unused,test,train
3,744,2023-02-17,unused,test,train
3,745,2023-02-18,unused,test,train
3,746,2023-02-19,unused,test,train
3,747,2023-02-20,unused,test,train
3,748,2023-02-21,unused,test,train
3,749,2023-02-22,unused,unused,test
3,750,2023-02-23,unused,unused,test
3,751,2023-02-24,unused,unused,test
3,752,2023-02-25,unused,unused,test
3,753,2023-02-26,unused,unused,test
3,754,2023-02-27,unused,unused,test
3,755,2023-02-28,unused,unused,test
3,756,2023-03-01,unused,unused,test
3,757,2023-03-02,unused,unused,test
3,758,2023-03-03,unused,unused,test
3,759,2023-03-04,unused,unused,test
3,760,2023-03-05,unused,unused,test
3,761,2023-03-06,unused,unused,test
3,762,2023-03-07,unused,unused,test
3,763,2023-03-08,unused,unused,test
3,764,2023-03-09,unused,unused,test
3,765,2023-03-10,unused,unused,test
3,766,2023-03-11,unused,unused,test
3,767,2023-03-12,unused,unused,test
3,768,2023-03-13,unused,unused,test
3,769,2023-03-14,unused,unused,test
3,770,2023-03-15,unused,unused,test
3,771,2023-03-16,unused,unused,test
3,772,2023-03-17,unused,unused,test
3,773,2023-03-18,unused,unused,test
3,774,2023-03-19,unused,unused,test
3,775,2023-03-20,unused,unused,test
3,776,2023-03-21,unused,unused,test
3,777,2023-03-22,unused,unused,test
3,778,2023-03-23,unused,unused,test
3,779,2023-03-24,unused,unused,test
3,780,2023-03-25,unused,unused,test
3,781,2023-03-26,unused,unused,test
3,782,2023-03-27,unused,unused,test
3,783,2023-03-28,unused,unused,test
3,784,2023-03-29,unused,unused,test
3,785,2023-03-30,unused,unused,test
3,786,2023-03-31,unused,unused,test
3,787,2023-04-01,unused,unused,test
3,788,2023-04-02,unused,unused,test
3,789,2023-04-03,unused,unused,test
3,790,2023-04-04,unused,unused,test
3,791,2023-04-05,unused,unused,test
3,792,2023-04-06,unused,unused,test
3,793,2023-04-07,unused,unused,test
3,794,2023-04-08,unused,unused,test
3,795,2023-04-09,unused,unused,test
3,796,2023-04-10,unused,unused,test
3,797,2023-04-11,unused,unused,test
3,798,2023-04-12,unused,unused,test
