horizon,sample_idx,date,fold1_set,fold2_set,fold3_set
1,73,2021-04-01,train,train,train
1,74,2021-04-02,train,train,train
1,75,2021-04-03,train,train,train
1,76,2021-04-04,train,train,train
1,77,2021-04-05,train,train,train
1,78,2021-04-06,train,train,train
1,79,2021-04-07,train,train,train
1,80,2021-04-08,train,train,train
1,81,2021-04-09,train,train,train
1,82,2021-04-10,train,train,train
1,83,2021-04-11,train,train,train
1,84,2021-04-12,train,train,train
1,85,2021-04-13,train,train,train
1,86,2021-04-14,train,train,train
1,87,2021-04-15,train,train,train
1,88,2021-04-16,train,train,train
1,89,2021-04-17,train,train,train
1,90,2021-04-18,train,train,train
1,91,2021-04-19,train,train,train
1,92,2021-04-20,train,train,train
1,93,2021-04-21,train,train,train
1,94,2021-04-22,train,train,train
1,95,2021-04-23,train,train,train
1,96,2021-04-24,train,train,train
1,97,2021-04-25,train,train,train
1,98,2021-04-26,train,train,train
1,99,2021-04-27,train,train,train
1,100,2021-04-28,train,train,train
1,101,2021-04-29,train,train,train
1,102,2021-04-30,train,train,train
1,103,2021-05-01,train,train,train
1,104,2021-05-02,train,train,train
1,105,2021-05-03,train,train,train
1,106,2021-05-04,train,train,train
1,107,2021-05-05,train,train,train
1,108,2021-05-06,train,train,train
1,109,2021-05-07,train,train,train
1,110,2021-05-08,train,train,train
1,111,2021-05-09,train,train,train
1,112,2021-05-10,train,train,train
1,113,2021-05-11,train,train,train
1,114,2021-05-12,train,train,train
1,115,2021-05-13,train,train,train
1,116,2021-05-14,train,train,train
1,117,2021-05-15,train,train,train
1,118,2021-05-16,train,train,train
1,119,2021-05-17,train,train,train
1,120,2021-05-18,train,train,train
1,121,2021-05-19,train,train,train
1,122,2021-05-20,train,train,train
1,123,2021-05-21,train,train,train
1,124,2021-05-22,train,train,train
1,125,2021-05-23,train,train,train
1,126,2021-05-24,train,train,train
1,127,2021-05-25,train,train,train
1,128,2021-05-26,train,train,train
1,129,2021-05-27,train,train,train
1,130,2021-05-28,train,train,train
1,131,2021-05-29,train,train,train
1,132,2021-05-30,train,train,train
1,133,2021-05-31,train,train,train
1,134,2021-06-01,train,train,train
1,135,2021-06-02,train,train,train
1,136,2021-06-03,train,train,train
1,137,2021-06-04,train,train,train
1,138,2021-06-05,train,train,train
1,139,2021-06-06,train,train,train
1,140,2021-06-07,train,train,train
1,141,2021-06-08,train,train,train
1,142,2021-06-09,train,train,train
1,143,2021-06-10,train,train,train
1,144,2021-06-11,train,train,train
1,145,2021-06-12,train,train,train
1,146,2021-06-13,train,train,train
1,147,2021-06-14,train,train,train
1,148,2021-06-15,train,train,train
1,149,2021-06-16,train,train,train
1,150,2021-06-17,train,train,train
1,151,2021-06-18,train,train,train
1,152,2021-06-19,train,train,train
1,153,2021-06-20,train,train,train
1,154,2021-06-21,train,train,train
1,155,2021-06-22,train,train,train
1,156,2021-06-23,train,train,train
1,157,2021-06-24,train,train,train
1,158,2021-06-25,train,train,train
1,159,2021-06-26,train,train,train
1,160,2021-06-27,train,train,train
1,161,2021-06-28,train,train,train
1,162,2021-06-29,train,train,train
1,163,2021-06-30,train,train,train
1,164,2021-07-01,train,train,train
1,165,2021-07-02,train,train,train
1,166,2021-07-03,train,train,train
1,167,2021-07-04,train,train,train
1,168,2021-07-05,train,train,train
1,169,2021-07-06,train,train,train
1,170,2021-07-07,train,train,train
1,171,2021-07-08,train,train,train
1,172,2021-07-09,train,train,train
1,173,2021-07-10,train,train,train
1,174,2021-07-11,train,train,train
1,175,2021-07-12,train,train,train
1,176,2021-07-13,train,train,train
1,177,2021-07-14,train,train,train
1,178,2021-07-15,train,train,train
1,179,2021-07-16,train,train,train
1,180,2021-07-17,train,train,train
1,181,2021-07-18,train,train,train
1,182,2021-07-19,train,train,train
1,183,2021-07-20,train,train,train
1,184,2021-07-21,train,train,train
1,185,2021-07-22,train,train,train
1,186,2021-07-23,train,train,train
1,187,2021-07-24,train,train,train
1,188,2021-07-25,train,train,train
1,189,2021-07-26,train,train,train
1,190,2021-07-27,train,train,train
1,191,2021-07-28,train,train,train
1,192,2021-07-29,train,train,train
1,193,2021-07-30,train,train,train
1,194,2021-07-31,train,train,train
1,195,2021-08-01,train,train,train
1,196,2021-08-02,train,train,train
1,197,2021-08-03,train,train,train
1,198,2021-08-04,train,train,train
1,199,2021-08-05,train,train,train
1,200,2021-08-06,train,train,train
1,201,2021-08-07,train,train,train
1,202,2021-08-08,train,train,train
1,203,2021-08-09,train,train,train
1,204,2021-08-10,train,train,train
1,205,2021-08-11,train,train,train
1,206,2021-08-12,train,train,train
1,207,2021-08-13,train,train,train
1,208,2021-08-14,train,train,train
1,209,2021-08-15,train,train,train
1,210,2021-08-16,train,train,train
1,211,2021-08-17,train,train,train
1,212,2021-08-18,train,train,train
1,213,2021-08-19,train,train,train
1,214,2021-08-20,train,train,train
1,215,2021-08-21,train,train,train
1,216,2021-08-22,train,train,train
1,217,2021-08-23,train,train,train
1,218,2021-08-24,train,train,train
1,219,2021-08-25,train,train,train
1,220,2021-08-26,train,train,train
1,221,2021-08-27,train,train,train
1,222,2021-08-28,train,train,train
1,223,2021-08-29,train,train,train
1,224,2021-08-30,train,train,train
1,225,2021-08-31,train,train,train
1,226,2021-09-01,train,train,train
1,227,2021-09-02,train,train,train
1,228,2021-09-03,train,train,train
1,229,2021-09-04,train,train,train
1,230,2021-09-05,train,train,train
1,231,2021-09-06,train,train,train
1,232,2021-09-07,train,train,train
1,233,2021-09-08,train,train,train
1,234,2021-09-09,train,train,train
1,235,2021-09-10,train,train,train
1,236,2021-09-11,train,train,train
1,237,2021-09-12,train,train,train
1,238,2021-09-13,train,train,train
1,239,2021-09-14,train,train,train
1,240,2021-09-15,train,train,train
1,241,2021-09-16,train,train,train
1,242,2021-09-17,train,train,train
1,243,2021-09-18,train,train,train
1,244,2021-09-19,train,train,train
1,245,2021-09-20,train,train,train
1,246,2021-09-21,train,train,train
1,247,2021-09-22,train,train,train
1,248,2021-09-23,train,train,train
1,249,2021-09-24,train,train,train
1,250,2021-09-25,train,train,train
1,251,2021-09-26,train,train,train
1,252,2021-09-27,train,train,train
1,253,2021-09-28,train,train,train
1,254,2021-09-29,test,train,train
1,255,2021-09-30,test,train,train
1,256,2021-10-01,test,train,train
1,257,2021-10-02,test,train,train
1,258,2021-10-03,test,train,train
1,259,2021-10-04,test,train,train
1,260,2021-10-05,test,train,train
1,261,2021-10-06,test,train,train
1,262,2021-10-07,test,train,train
1,263,2021-10-08,test,train,train
1,264,2021-10-09,test,train,train
1,265,2021-10-10,test,train,train
1,266,2021-10-11,test,train,train
1,267,2021-10-12,test,train,train
1,268,2021-10-13,test,train,train
1,269,2021-10-14,test,train,train
1,270,2021-10-15,test,train,train
1,271,2021-10-16,test,train,train
1,272,2021-10-17,test,train,train
1,273,2021-10-18,test,train,train
1,274,2021-10-19,test,train,train
1,275,2021-10-20,test,train,train
1,276,2021-10-21,test,train,train
1,277,2021-10-22,test,train,train
1,278,2021-10-23,test,train,train
1,279,2021-10-24,test,train,train
1,280,2021-10-25,test,train,train
1,281,2021-10-26,test,train,train
1,282,2021-10-27,test,train,train
1,283,2021-10-28,test,train,train
1,284,2021-10-29,test,train,train
1,285,2021-10-30,test,train,train
1,286,2021-10-31,test,train,train
1,287,2021-11-01,test,train,train
1,288,2021-11-02,test,train,train
1,289,2021-11-03,test,train,train
1,290,2021-11-04,test,train,train
1,291,2021-11-05,test,train,train
1,292,2021-11-06,test,train,train
1,293,2021-11-07,test,train,train
1,294,2021-11-08,test,train,train
1,295,2021-11-09,test,train,train
1,296,2021-11-10,test,train,train
1,297,2021-11-11,test,train,train
1,298,2021-11-12,test,train,train
1,299,2021-11-13,test,train,train
1,300,2021-11-14,test,train,train
1,301,2021-11-15,test,train,train
1,302,2021-11-16,test,train,train
1,303,2021-11-17,test,train,train
1,304,2021-11-18,test,train,train
1,305,2021-11-19,test,train,train
1,306,2021-11-20,test,train,train
1,307,2021-11-21,test,train,train
1,308,2021-11-22,test,train,train
1,309,2021-11-23,test,train,train
1,310,2021-11-24,test,train,train
1,311,2021-11-25,test,train,train
1,312,2021-11-26,test,train,train
1,313,2021-11-27,test,train,train
1,314,2021-11-28,test,train,train
1,315,2021-11-29,test,train,train
1,316,2021-11-30,test,train,train
1,317,2021-12-01,test,train,train
1,318,2021-12-02,test,train,train
1,319,2021-12-03,test,train,train
1,320,2021-12-04,test,train,train
1,321,2021-12-05,test,train,train
1,322,2021-12-06,test,train,train
1,323,2021-12-07,test,train,train
1,324,2021-12-08,test,train,train
1,325,2021-12-09,test,train,train
1,326,2021-12-10,test,train,train
1,327,2021-12-11,test,train,train
1,328,2021-12-12,test,train,train
1,329,2021-12-13,test,train,train
1,330,2021-12-14,test,train,train
1,331,2021-12-15,test,train,train
1,332,2021-12-16,test,train,train
1,333,2021-12-17,test,train,train
1,334,2021-12-18,test,train,train
1,335,2021-12-19,test,train,train
1,336,2021-12-20,test,train,train
1,337,2021-12-21,test,train,train
1,338,2021-12-22,test,train,train
1,339,2021-12-23,test,train,train
1,340,2021-12-24,test,train,train
1,341,2021-12-25,test,train,train
1,342,2021-12-26,test,train,train
1,343,2021-12-27,test,train,train
1,344,2021-12-28,test,train,train
1,345,2021-12-29,test,train,train
1,346,2021-12-30,test,train,train
1,347,2021-12-31,test,train,train
1,348,2022-01-01,test,train,train
1,349,2022-01-02,test,train,train
1,350,2022-01-03,test,train,train
1,351,2022-01-04,test,train,train
1,352,2022-01-05,test,train,train
1,353,2022-01-06,test,train,train
1,354,2022-01-07,test,train,train
1,355,2022-01-08,test,train,train
1,356,2022-01-09,test,train,train
1,357,2022-01-10,test,train,train
1,358,2022-01-11,test,train,train
1,359,2022-01-12,test,train,train
1,360,2022-01-13,test,train,train
1,361,2022-01-14,test,train,train
1,362,2022-01-15,test,train,train
1,363,2022-01-16,test,train,train
1,364,2022-01-17,test,train,train
1,365,2022-01-18,test,train,train
1,366,2022-01-19,test,train,train
1,367,2022-01-20,test,train,train
1,368,2022-01-21,test,train,train
1,369,2022-01-22,test,train,train
1,370,2022-01-23,test,train,train
1,371,2022-01-24,test,train,train
1,372,2022-01-25,test,train,train
1,373,2022-01-26,test,train,train
1,374,2022-01-27,test,train,train
1,375,2022-01-28,test,train,train
1,376,2022-01-29,test,train,train
1,377,2022-01-30,test,train,train
1,378,2022-01-31,test,train,train
1,379,2022-02-01,test,train,train
1,380,2022-02-02,test,train,train
1,381,2022-02-03,test,train,train
1,382,2022-02-04,test,train,train
1,383,2022-02-05,test,train,train
1,384,2022-02-06,test,train,train
1,385,2022-02-07,test,train,train
1,386,2022-02-08,test,train,train
1,387,2022-02-09,test,train,train
1,388,2022-02-10,test,train,train
1,389,2022-02-11,test,train,train
1,390,2022-02-12,test,train,train
1,391,2022-02-13,test,train,train
1,392,2022-02-14,test,train,train
1,393,2022-02-15,test,train,train
1,394,2022-02-16,test,train,train
1,395,2022-02-17,test,train,train
1,396,2022-02-18,test,train,train
1,397,2022-02-19,test,train,train
1,398,2022-02-20,test,train,train
1,399,2022-02-21,test,train,train
1,400,2022-02-22,test,train,train
1,401,2022-02-23,test,train,train
1,402,2022-02-24,test,train,train
1,403,2022-02-25,test,train,train
1,404,2022-02-26,test,train,train
1,405,2022-02-27,test,train,train
1,406,2022-02-28,test,train,train
1,407,2022-03-01,test,train,train
1,408,2022-03-02,test,train,train
1,409,2022-03-03,test,train,train
1,410,2022-03-04,test,train,train
1,411,2022-03-05,test,train,train
1,412,2022-03-06,test,train,train
1,413,2022-03-07,test,train,train
1,414,2022-03-08,test,train,train
1,415,2022-03-09,test,train,train
1,416,2022-03-10,test,train,train
1,417,2022-03-11,test,train,train
1,418,2022-03-12,test,train,train
1,419,2022-03-13,test,train,train
1,420,2022-03-14,test,train,train
1,421,2022-03-15,test,train,train
1,422,2022-03-16,test,train,train
1,423,2022-03-17,test,train,train
1,424,2022-03-18,test,train,train
1,425,2022-03-19,test,train,train
1,426,2022-03-20,test,train,train
1,427,2022-03-21,test,train,train
1,428,2022-03-22,test,train,train
1,429,2022-03-23,test,train,train
1,430,2022-03-24,test,train,train
1,431,2022-03-25,test,train,train
1,432,2022-03-26,test,train,train
1,433,2022-03-27,test,train,train
1,434,2022-03-28,test,train,train
1,435,2022-03-29,test,train,train
1,436,2022-03-30,test,train,train
1,437,2022-03-31,test,train,train
1,438,2022-04-01,test,train,train
1,439,2022-04-02,test,train,train
1,440,2022-04-03,test,train,train
1,441,2022-04-04,test,train,train
1,442,2022-04-05,test,train,train
1,443,2022-04-06,test,train,train
1,444,2022-04-07,test,train,train
1,445,2022-04-08,test,train,train
1,446,2022-04-09,test,train,train
1,447,2022-04-10,test,train,train
1,448,2022-04-11,test,train,train
1,449,2022-04-12,test,train,train
1,450,2022-04-13,test,train,train
1,451,2022-04-14,test,train,train
1,452,2022-04-15,test,train,train
1,453,2022-04-16,test,train,train
1,454,2022-04-17,test,train,train
1,455,2022-04-18,test,train,train
1,456,2022-04-19,test,train,train
1,457,2022-04-20,test,train,train
1,458,2022-04-21,test,train,train
1,459,2022-04-22,test,train,train
1,460,2022-04-23,test,train,train
1,461,2022-04-24,test,train,train
1,462,2022-04-25,test,train,train
1,463,2022-04-26,test,train,train
1,464,2022-04-27,test,train,train
1,465,2022-04-28,test,train,train
1,466,2022-04-29,test,train,train
1,467,2022-04-30,test,train,train
1,468,2022-05-01,test,train,train
1,469,2022-05-02,test,train,train
1,470,2022-05-03,test,train,train
1,471,2022-05-04,test,train,train
1,472,2022-05-05,test,train,train
1,473,2022-05-06,test,train,train
1,474,2022-05-07,test,train,train
1,475,2022-05-08,test,train,train
1,476,2022-05-09,test,train,train
1,477,2022-05-10,test,train,train
1,478,2022-05-11,test,train,train
1,479,2022-05-12,test,train,train
1,480,2022-05-13,test,train,train
1,481,2022-05-14,test,train,train
1,482,2022-05-15,test,train,train
1,483,2022-05-16,test,train,train
1,484,2022-05-17,test,train,train
1,485,2022-05-18,test,train,train
1,486,2022-05-19,test,train,train
1,487,2022-05-20,test,train,train
1,488,2022-05-21,test,train,train
1,489,2022-05-22,test,train,train
1,490,2022-05-23,test,train,train
1,491,2022-05-24,test,train,train
1,492,2022-05-25,test,train,train
1,493,2022-05-26,test,train,train
1,494,2022-05-27,test,train,train
1,495,2022-05-28,test,train,train
1,496,2022-05-29,test,train,train
1,497,2022-05-30,test,train,train
1,498,2022-05-31,test,train,train
1,499,2022-06-01,test,train,train
1,500,2022-06-02,test,train,train
1,501,2022-06-03,test,train,train
1,502,2022-06-04,test,train,train
1,503,2022-06-05,test,train,train
1,504,2022-06-06,test,train,train
1,505,2022-06-07,test,train,train
1,506,2022-06-08,test,train,train
1,507,2022-06-09,test,train,train
1,508,2022-06-10,unused,test,train
1,509,2022-06-11,unused,test,train
1,510,2022-06-12,unused,test,train
1,511,2022-06-13,unused,test,train
1,512,2022-06-14,unused,test,train
1,513,2022-06-15,unused,test,train
1,514,2022-06-16,unused,test,train
1,515,2022-06-17,unused,test,train
1,516,2022-06-18,unused,test,train
1,517,2022-06-19,unused,test,train
1,518,2022-06-20,unused,test,train
1,519,2022-06-21,unused,test,train
1,520,2022-06-22,unused,test,train
1,521,2022-06-23,unused,test,train
1,522,2022-06-24,unused,test,train
1,523,2022-06-25,unused,test,train
1,524,2022-06-26,unused,test,train
1,525,2022-06-27,unused,test,train
1,526,2022-06-28,unused,test,train
1,527,2022-06-29,unused,test,train
1,528,2022-06-30,unused,test,train
1,529,2022-07-01,unused,test,train
1,530,2022-07-02,unused,test,train
1,531,2022-07-03,unused,test,train
1,532,2022-07-04,unused,test,train
1,533,2022-07-05,unused,test,train
1,534,2022-07-06,unused,test,train
1,535,2022-07-07,unused,test,train
1,536,2022-07-08,unused,test,train
1,537,2022-07-09,unused,test,train
1,538,2022-07-10,unused,test,train
1,539,2022-07-11,unused,test,train
1,540,2022-07-12,unused,test,train
1,541,2022-07-13,unused,test,train
1,542,2022-07-14,unused,test,train
1,543,2022-07-15,unused,test,train
1,544,2022-07-16,unused,test,train
1,545,2022-07-17,unused,test,train
1,546,2022-07-18,unused,test,train
1,547,2022-07-19,unused,test,train
1,548,2022-07-20,unused,test,train
1,549,2022-07-21,unused,test,train
1,550,2022-07-22,unused,test,train
1,551,2022-07-23,unused,test,train
1,552,2022-07-24,unused,test,train
1,553,2022-07-25,unused,test,train
1,554,2022-07-26,unused,test,train
1,555,2022-07-27,unused,test,train
1,556,2022-07-28,unused,test,train
1,557,2022-07-29,unused,test,train
1,558,2022-07-30,unused,test,train
1,559,2022-07-31,unused,test,train
1,560,2022-08-01,unused,test,train
1,561,2022-08-02,unused,test,train
1,562,2022-08-03,unused,test,train
1,563,2022-08-04,unused,test,train
1,564,2022-08-05,unused,test,train
1,565,2022-08-06,unused,test,train
1,566,2022-08-07,unused,test,train
1,567,2022-08-08,unused,test,train
1,568,2022-08-09,unused,test,train
1,569,2022-08-10,unused,test,train
1,570,2022-08-11,unused,test,train
1,571,2022-08-12,unused,test,train
1,572,2022-08-13,unused,test,train
1,573,2022-08-14,unused,test,train
1,574,2022-08-15,unused,test,train
1,575,2022-08-16,unused,test,train
1,576,2022-08-17,unused,test,train
1,577,2022-08-18,unused,test,train
1,578,2022-08-19,unused,test,train
1,579,2022-08-20,unused,test,train
1,580,2022-08-21,unused,test,train
1,581,2022-08-22,unused,test,train
1,582,2022-08-23,unused,test,train
1,583,2022-08-24,unused,test,train
1,584,2022-08-25,unused,test,train
1,585,2022-08-26,unused,test,train
1,586,2022-08-27,unused,test,train
1,587,2022-08-28,unused,test,train
1,588,2022-08-29,unused,test,train
1,589,2022-08-30,unused,test,train
1,590,2022-08-31,unused,test,train
1,591,2022-09-01,unused,test,train
1,592,2022-09-02,unused,test,train
1,593,2022-09-03,unused,test,train
1,594,2022-09-04,unused,test,train
1,595,2022-09-05,unused,test,train
1,596,2022-09-06,unused,test,train
1,597,2022-09-07,unused,test,train
1,598,2022-09-08,unused,test,train
1,599,2022-09-09,unused,test,train
1,600,2022-09-10,unused,test,train
1,601,2022-09-11,unused,test,train
1,602,2022-09-12,unused,test,train
1,603,2022-09-13,unused,test,train
1,604,2022-09-14,unused,test,train
1,605,2022-09-15,unused,test,train
1,606,2022-09-16,unused,test,train
1,607,2022-09-17,unused,test,train
1,608,2022-09-18,unused,test,train
1,609,2022-09-19,unused,test,train
1,610,2022-09-20,unused,test,train
1,611,2022-09-21,unused,test,train
1,612,2022-09-22,unused,test,train
1,613,2022-09-23,unused,test,train
1,614,2022-09-24,unused,test,train
1,615,2022-09-25,unused,test,train
1,616,2022-09-26,unused,test,train
1,617,2022-09-27,unused,test,train
1,618,2022-09-28,unused,test,train
1,619,2022-09-29,unused,test,train
1,620,2022-09-30,unused,test,train
1,621,2022-10-01,unused,test,train
1,622,2022-10-02,unused,test,train
1,623,2022-10-03,unused,test,train
1,624,2022-10-04,unused,test,train
1,625,2022-10-05,unused,test,train
1,626,2022-10-06,unused,test,train
1,627,2022-10-07,unused,test,train
1,628,2022-10-08,unused,test,train
1,629,2022-10-09,unused,test,train
1,630,2022-10-10,unused,test,train
1,631,2022-10-11,unused,test,train
1,632,2022-10-12,unused,test,train
1,633,2022-10-13,unused,test,train
1,634,2022-10-14,unused,test,train
1,635,2022-10-15,unused,test,train
1,636,2022-10-16,unused,test,train
1,637,2022-10-17,unused,test,train
1,638,2022-10-18,unused,test,train
1,639,2022-10-19,unused,test,train
1,640,2022-10-20,unused,test,train
1,641,2022-10-21,unused,test,train
1,642,2022-10-22,unused,test,train
1,643,2022-10-23,unused,test,train
1,644,2022-10-24,unused,test,train
1,645,2022-10-25,unused,test,train
1,646,2022-10-26,unused,test,train
1,647,2022-10-27,unused,test,train
1,648,2022-10-28,unused,test,train
1,649,2022-10-29,unused,test,train
1,650,2022-10-30,unused,test,train
1,651,2022-10-31,unused,test,train
1,652,2022-11-01,unused,test,train
1,653,2022-11-02,unused,test,train
1,654,2022-11-03,unused,test,train
1,655,2022-11-04,unused,test,train
1,656,2022-11-05,unused,test,train
1,657,2022-11-06,unused,test,train
1,658,2022-11-07,unused,test,train
1,659,2022-11-08,unused,test,train
1,660,2022-11-09,unused,test,train
1,661,2022-11-10,unused,test,train
1,662,2022-11-11,unused,test,train
1,663,2022-11-12,unused,test,train
1,664,2022-11-13,unused,test,train
1,665,2022-11-14,unused,test,train
1,666,2022-11-15,unused,test,train
1,667,2022-11-16,unused,test,train
1,668,2022-11-17,unused,test,train
1,669,2022-11-18,unused,test,train
1,670,2022-11-19,unused,test,train
1,671,2022-11-20,unused,test,train
1,672,2022-11-21,unused,test,train
1,673,2022-11-22,unused,test,train
1,674,2022-11-23,unused,test,train
1,675,2022-11-24,unused,test,train
1,676,2022-11-25,unused,test,train
1,677,2022-11-26,unused,test,train
1,678,2022-11-27,unused,test,train
1,679,2022-11-28,unused,test,train
1,680,2022-11-29,unused,test,train
1,681,2022-11-30,unused,test,train
1,682,2022-12-01,unused,test,train
1,683,2022-12-02,unused,test,train
1,684,2022-12-03,unused,test,train
1,685,2022-12-04,unused,test,train
1,686,2022-12-05,unused,test,train
1,687,2022-12-06,unused,test,train
1,688,2022-12-07,unused,test,train
1,689,2022-12-08,unused,test,train
1,690,2022-12-09,unused,test,train
1,691,2022-12-10,unused,test,train
1,692,2022-12-11,unused,test,train
1,693,2022-12-12,unused,test,train
1,694,2022-12-13,unused,test,train
1,695,2022-12-14,unused,test,train
1,696,2022-12-15,unused,test,train
1,697,2022-12-16,unused,test,train
1,698,2022-12-17,unused,test,train
1,699,2022-12-18,unused,test,train
1,700,2022-12-19,unused,test,train
1,701,2022-12-20,unused,test,train
1,702,2022-12-21,unused,test,train
1,703,2022-12-22,unused,test,train
1,704,2022-12-23,unused,test,train
1,705,2022-12-24,unused,test,train
1,706,2022-12-25,unused,test,train
1,707,2022-12-26,unused,test,train
1,708,2022-12-27,unused,test,train
1,709,2022-12-28,unused,test,train
1,710,2022-12-29,unused,test,train
1,711,2022-12-30,unused,test,train
1,712,2022-12-31,unused,test,train
1,713,2023-01-01,unused,test,train
1,714,2023-01-02,unused,test,train
1,715,2023-01-03,unused,test,train
1,716,2023-01-04,unused,test,train
1,717,2023-01-05,unused,test,train
1,718,2023-01-06,unused,test,train
1,719,2023-01-07,unused,test,train
1,720,2023-01-08,unused,test,train
1,721,2023-01-09,unused,test,train
1,722,2023-01-10,unused,test,train
1,723,2023-01-11,unused,test,train
1,724,2023-01-12,unused,test,train
1,725,2023-01-13,unused,test,train
1,726,2023-01-14,unused,test,train
1,727,2023-01-15,unused,test,train
1,728,2023-01-16,unused,test,train
1,729,2023-01-17,unused,test,train
1,730,2023-01-18,unused,test,train
1,731,2023-01-19,unused,test,train
1,732,2023-01-20,unused,test,train
1,733,2023-01-21,unused,test,train
1,734,2023-01-22,unused,test,train
1,735,2023-01-23,unused,test,train
1,736,2023-01-24,unused,test,train
1,737,2023-01-25,unused,test,train
1,738,2023-01-26,unused,test,train
1,739,2023-01-27,unused,test,train
1,740,2023-01-28,unused,test,train
1,741,2023-01-29,unused,test,train
1,742,2023-01-30,unused,test,train
1,743,2023-01-31,unused,test,train
1,744,2023-02-01,unused,test,train
1,745,2023-02-02,unused,test,train
1,746,2023-02-03,unused,test,train
1,747,2023-02-04,unused,test,train
1,748,2023-02-05,unused,test,train
1,749,2023-02-06,unused,test,train
1,750,2023-02-07,unused,test,train
1,751,2023-02-08,unused,test,train
1,752,2023-02-09,unused,test,train
1,753,2023-02-10,unused,test,train
1,754,2023-02-11,unused,test,train
1,755,2023-02-12,unused,test,train
1,756,2023-02-13,unused,test,train
1,757,2023-02-14,unused,test,train
1,758,2023-02-15,unused,test,train
1,759,2023-02-16,unused,test,train
1,760,2023-02-17,unused,test,train
1,761,2023-02-18,unused,test,train
1,762,2023-02-19,unused,unused,test
1,763,2023-02-20,unused,unused,test
1,764,2023-02-21,unused,unused,test
1,765,2023-02-22,unused,unused,test
1,766,2023-02-23,unused,unused,test
1,767,2023-02-24,unused,unused,test
1,768,2023-02-25,unused,unused,test
1,769,2023-02-26,unused,unused,test
1,770,2023-02-27,unused,unused,test
1,771,2023-02-28,unused,unused,test
1,772,2023-03-01,unused,unused,test
1,773,2023-03-02,unused,unused,test
1,774,2023-03-03,unused,unused,test
1,775,2023-03-04,unused,unused,test
1,776,2023-03-05,unused,unused,test
1,777,2023-03-06,unused,unused,test
1,778,2023-03-07,unused,unused,test
1,779,2023-03-08,unused,unused,test
1,780,2023-03-09,unused,unused,test
1,781,2023-03-10,unused,unused,test
1,782,2023-03-11,unused,unused,test
1,783,2023-03-12,unused,unused,test
1,784,2023-03-13,unused,unused,test
1,785,2023-03-14,unused,unused,test
1,786,2023-03-15,unused,unused,test
1,787,2023-03-16,unused,unused,test
1,788,2023-03-17,unused,unused,test
1,789,2023-03-18,unused,unused,test
1,790,2023-03-19,unused,unused,test
1,791,2023-03-20,unused,unused,test
1,792,2023-03-21,unused,unused,test
1,793,2023-03-22,unused,unused,test
1,794,2023-03-23,unused,unused,test
1,795,2023-03-24,unused,unused,test
1,796,2023-03-25,unused,unused,test
1,797,2023-03-26,unused,unused,test
1,798,2023-03-27,unused,unused,test
1,799,2023-03-28,unused,unused,test
