horizon,sample_idx,date,fold1_set,fold2_set,fold3_set
5,72,2021-04-16,train,train,train
5,73,2021-04-17,train,train,train
5,74,2021-04-18,train,train,train
5,75,2021-04-19,train,train,train
5,76,2021-04-20,train,train,train
5,77,2021-04-21,train,train,train
5,78,2021-04-22,train,train,train
5,79,2021-04-23,train,train,train
5,80,2021-04-24,train,train,train
5,81,2021-04-25,train,train,train
5,82,2021-04-26,train,train,train
5,83,2021-04-27,train,train,train
5,84,2021-04-28,train,train,train
5,85,2021-04-29,train,train,train
5,86,2021-04-30,train,train,train
5,87,2021-05-01,train,train,train
5,88,2021-05-02,train,train,train
5,89,2021-05-03,train,train,train
5,90,2021-05-04,train,train,train
5,91,2021-05-05,train,train,train
5,92,2021-05-06,train,train,train
5,93,2021-05-07,train,train,train
5,94,2021-05-08,train,train,train
5,95,2021-05-09,train,train,train
5,96,2021-05-10,train,train,train
5,97,2021-05-11,train,train,train
5,98,2021-05-12,train,train,train
5,99,2021-05-13,train,train,train
5,100,2021-05-14,train,train,train
5,101,2021-05-15,train,train,train
5,102,2021-05-16,train,train,train
5,103,2021-05-17,train,train,train
5,104,2021-05-18,train,train,train
5,105,2021-05-19,train,train,train
5,106,2021-05-20,train,train,train
5,107,2021-05-21,train,train,train
5,108,2021-05-22,train,train,train
5,109,2021-05-23,train,train,train
5,110,2021-05-24,train,train,train
5,111,2021-05-25,train,train,train
5,112,2021-05-26,train,train,train
5,113,2021-05-27,train,train,train
5,114,2021-05-28,train,train,train
5,115,2021-05-29,train,train,train
5,116,2021-05-30,train,train,train
5,117,2021-05-31,train,train,train
5,118,2021-06-01,train,train,train
5,119,2021-06-02,train,train,train
5,120,2021-06-03,train,train,train
5,121,2021-06-04,train,train,train
5,122,2021-06-05,train,train,train
5,123,2021-06-06,train,train,train
5,124,2021-06-07,train,train,train
5,125,2021-06-08,train,train,train
5,126,2021-06-09,train,train,train
5,127,2021-06-10,train,train,train
5,128,2021-06-11,train,train,train
5,129,2021-06-12,train,train,train
5,130,2021-06-13,train,train,train
5,131,2021-06-14,train,train,train
5,132,2021-06-15,train,train,train
5,133,2021-06-16,train,train,train
5,134,2021-06-17,train,train,train
5,135,2021-06-18,train,train,train
5,136,2021-06-19,train,train,train
5,137,2021-06-20,train,train,train
5,138,2021-06-21,train,train,train
5,139,2021-06-22,train,train,train
5,140,2021-06-23,train,train,train
5,141,2021-06-24,train,train,train
5,142,2021-06-25,train,train,train
5,143,2021-06-26,train,train,train
5,144,2021-06-27,train,train,train
5,145,2021-06-28,train,train,train
5,146,2021-06-29,train,train,train
5,147,2021-06-30,train,train,train
5,148,2021-07-01,train,train,train
5,149,2021-07-02,train,train,train
5,150,2021-07-03,train,train,train
5,151,2021-07-04,train,train,train
5,152,2021-07-05,train,train,train
5,153,2021-07-06,train,train,train
5,154,2021-07-07,train,train,train
5,155,2021-07-08,train,train,train
5,156,2021-07-09,train,train,train
5,157,2021-07-10,train,train,train
5,158,2021-07-11,train,train,train
5,159,2021-07-12,train,train,train
5,160,2021-07-13,train,train,train
5,161,2021-07-14,train,train,train
5,162,2021-07-15,train,train,train
5,163,2021-07-16,train,train,train
5,164,2021-07-17,train,train,train
5,165,2021-07-18,train,train,train
5,166,2021-07-19,train,train,train
5,167,2021-07-20,train,train,train
5,168,2021-07-21,train,train,train
5,169,2021-07-22,train,train,train
5,170,2021-07-23,train,train,train
5,171,2021-07-24,train,train,train
5,172,2021-07-25,train,train,train
5,173,2021-07-26,train,train,train
5,174,2021-07-27,train,train,train
5,175,2021-07-28,train,train,train
5,176,2021-07-29,train,train,train
5,177,2021-07-30,train,train,train
5,178,2021-07-31,train,train,train
5,179,2021-08-01,train,train,train
5,180,2021-08-02,train,train,train
5,181,2021-08-03,train,train,train
5,182,2021-08-04,train,train,train
5,183,2021-08-05,train,train,train
5,184,2021-08-06,train,train,train
5,185,2021-08-07,train,train,train
5,186,2021-08-08,train,train,train
5,187,2021-08-09,train,train,train
5,188,2021-08-10,train,train,train
5,189,2021-08-11,train,train,train
5,190,2021-08-12,train,train,train
5,191,2021-08-13,train,train,train
5,192,2021-08-14,train,train,train
5,193,2021-08-15,train,train,train
5,194,2021-08-16,train,train,train
5,195,2021-08-17,train,train,train
5,196,2021-08-18,train,train,train
5,197,2021-08-19,train,train,train
5,198,2021-08-20,train,train,train
5,199,2021-08-21,train,train,train
5,200,2021-08-22,train,train,train
5,201,2021-08-23,train,train,train
5,202,2021-08-24,train,train,train
5,203,2021-08-25,train,train,train
5,204,2021-08-26,train,train,train
5,205,2021-08-27,train,train,train
5,206,2021-08-28,train,train,train
5,207,2021-08-29,train,train,train
5,208,2021-08-30,train,train,train
5,209,2021-08-31,train,train,train
5,210,2021-09-01,train,train,train
5,211,2021-09-02,train,train,train
5,212,2021-09-03,train,train,train
5,213,2021-09-04,train,train,train
5,214,2021-09-05,train,train,train
5,215,2021-09-06,train,train,train
5,216,2021-09-07,train,train,train
5,217,2021-09-08,train,train,train
5,218,2021-09-09,train,train,train
5,219,2021-09-10,train,train,train
5,220,2021-09-11,train,train,train
5,221,2021-09-12,train,train,train
5,222,2021-09-13,train,train,train
5,223,2021-09-14,train,train,train
5,224,2021-09-15,train,train,train
5,225,2021-09-16,train,train,train
5,226,2021-09-17,train,train,train
5,227,2021-09-18,train,train,train
5,228,2021-09-19,train,train,train
5,229,2021-09-20,train,train,train
5,230,2021-09-21,train,train,train
5,231,2021-09-22,train,train,train
5,232,2021-09-23,train,train,train
5,233,2021-09-24,train,train,train
5,234,2021-09-25,train,train,train
5,235,2021-09-26,train,train,train
5,236,2021-09-27,train,train,train
5,237,2021-09-28,train,train,train
5,238,2021-09-29,train,train,train
5,239,2021-09-30,train,train,train
5,240,2021-10-01,train,train,train
5,241,2021-10-02,train,train,train
5,242,2021-10-03,train,train,train
5,243,2021-10-04,train,train,train
5,244,2021-10-05,train,train,train
5,245,2021-10-06,train,train,train
5,246,2021-10-07,train,train,train
5,247,2021-10-08,train,train,train
5,248,2021-10-09,train,train,train
5,249,2021-10-10,test,train,train
5,250,2021-10-11,test,train,train
5,251,2021-10-12,test,train,train
5,252,2021-10-13,test,train,train
5,253,2021-10-14,test,train,train
5,254,2021-10-15,test,train,train
5,255,2021-10-16,test,train,train
5,256,2021-10-17,test,train,train
5,257,2021-10-18,test,train,train
5,258,2021-10-19,test,train,train
5,259,2021-10-20,test,train,train
5,260,2021-10-21,test,train,train
5,261,2021-10-22,test,train,train
5,262,2021-10-23,test,train,train
5,263,2021-10-24,test,train,train
5,264,2021-10-25,test,train,train
5,265,2021-10-26,test,train,train
5,266,2021-10-27,test,train,train
5,267,2021-10-28,test,train,train
5,268,2021-10-29,test,train,train
5,269,2021-10-30,test,train,train
5,270,2021-10-31,test,train,train
5,271,2021-11-01,test,train,train
5,272,2021-11-02,test,train,train
5,273,2021-11-03,test,train,train
5,274,2021-11-04,test,train,train
5,275,2021-11-05,test,train,train
5,276,2021-11-06,test,train,train
5,277,2021-11-07,test,train,train
5,278,2021-11-08,test,train,train
5,279,2021-11-09,test,train,train
5,280,2021-11-10,test,train,train
5,281,2021-11-11,test,train,train
5,282,2021-11-12,test,train,train
5,283,2021-11-13,test,train,train
5,284,2021-11-14,test,train,train
5,285,2021-11-15,test,train,train
5,286,2021-11-16,test,train,train
5,287,2021-11-17,test,train,train
5,288,2021-11-18,test,train,train
5,289,2021-11-19,test,train,train
5,290,2021-11-20,test,train,train
5,291,2021-11-21,test,train,train
5,292,2021-11-22,test,train,train
5,293,2021-11-23,test,train,train
5,294,2021-11-24,test,train,train
5,295,2021-11-25,test,train,train
5,296,2021-11-26,test,train,train
5,297,2021-11-27,test,train,train
5,298,2021-11-28,test,train,train
5,299,2021-11-29,test,train,train
5,300,2021-11-30,test,train,train
5,301,2021-12-01,test,train,train
5,302,2021-12-02,test,train,train
5,303,2021-12-03,test,train,train
5,304,2021-12-04,test,train,train
5,305,2021-12-05,test,train,train
5,306,2021-12-06,test,train,train
5,307,2021-12-07,test,train,train
5,308,2021-12-08,test,train,train
5,309,2021-12-09,test,train,train
5,310,2021-12-10,test,train,train
5,311,2021-12-11,test,train,train
5,312,2021-12-12,test,train,train
5,313,2021-12-13,test,train,train
5,314,2021-12-14,test,train,train
5,315,2021-12-15,test,train,train
5,316,2021-12-16,test,train,train
5,317,2021-12-17,test,train,train
5,318,2021-12-18,test,train,train
5,319,2021-12-19,test,train,train
5,320,2021-12-20,test,train,train
5,321,2021-12-21,test,train,train
5,322,2021-12-22,test,train,train
5,323,2021-12-23,test,train,train
5,324,2021-12-24,test,train,train
5,325,2021-12-25,test,train,train
5,326,2021-12-26,test,train,train
5,327,2021-12-27,test,train,train
5,328,2021-12-28,test,train,train
5,329,2021-12-29,test,train,train
5,330,2021-12-30,test,train,train
5,331,2021-12-31,test,train,train
5,332,2022-01-01,test,train,train
5,333,2022-01-02,test,train,train
5,334,2022-01-03,test,train,train
5,335,2022-01-04,test,train,train
5,336,2022-01-05,test,train,train
5,337,2022-01-06,test,train,train
5,338,2022-01-07,test,train,train
5,339,2022-01-08,test,train,train
5,340,2022-01-09,test,train,train
5,341,2022-01-10,test,train,train
5,342,2022-01-11,test,train,train
5,343,2022-01-12,test,train,train
5,344,2022-01-13,test,train,train
5,345,2022-01-14,test,train,train
5,346,2022-01-15,test,train,train
5,347,2022-01-16,test,train,train
5,348,2022-01-17,test,train,train
5,349,2022-01-18,test,train,train
5,350,2022-01-19,test,train,train
5,351,2022-01-20,test,train,train
5,352,2022-01-21,test,train,train
5,353,2022-01-22,test,train,train
5,354,2022-01-23,test,train,train
5,355,2022-01-24,test,train,train
5,356,2022-01-25,test,train,train
5,357,2022-01-26,test,train,train
5,358,2022-01-27,test,train,train
5,359,2022-01-28,test,train,train
5,360,2022-01-29,test,train,train
5,361,2022-01-30,test,train,train
5,362,2022-01-31,test,train,train
5,363,2022-02-01,test,train,train
5,364,2022-02-02,test,train,train
5,365,2022-02-03,test,train,train
5,366,2022-02-04,test,train,train
5,367,2022-02-05,test,train,train
5,368,2022-02-06,test,train,train
5,369,2022-02-07,test,train,train
5,370,2022-02-08,test,train,train
5,371,2022-02-09,test,train,train
5,372,2022-02-10,test,train,train
5,373,2022-02-11,test,train,train
5,374,2022-02-12,test,train,train
5,375,2022-02-13,test,train,train
5,376,2022-02-14,test,train,train
5,377,2022-02-15,test,train,train
5,378,2022-02-16,test,train,train
5,379,2022-02-17,test,train,train
5,380,2022-02-18,test,train,train
5,381,2022-02-19,test,train,train
5,382,2022-02-20,test,train,train
5,383,2022-02-21,test,train,train
5,384,2022-02-22,test,train,train
5,385,2022-02-23,test,train,train
5,386,2022-02-24,test,train,train
5,387,2022-02-25,test,train,train
5,388,2022-02-26,test,train,train
5,389,2022-02-27,test,train,train
5,390,2022-02-28,test,train,train
5,391,2022-03-01,test,train,train
5,392,2022-03-02,test,train,train
5,393,2022-03-03,test,train,train
5,394,2022-03-04,test,train,train
5,395,2022-03-05,test,train,train
5,396,2022-03-06,test,train,train
5,397,2022-03-07,test,train,train
5,398,2022-03-08,test,train,train
5,399,2022-03-09,test,train,train
5,400,2022-03-10,test,train,train
5,401,2022-03-11,test,train,train
5,402,2022-03-12,test,train,train
5,403,2022-03-13,test,train,train
5,404,2022-03-14,test,train,train
5,405,2022-03-15,test,train,train
5,406,2022-03-16,test,train,train
5,407,2022-03-17,test,train,train
5,408,2022-03-18,test,train,train
5,409,2022-03-19,test,train,train
5,410,2022-03-20,test,train,train
5,411,2022-03-21,test,train,train
5,412,2022-03-22,test,train,train
5,413,2022-03-23,test,train,train
5,414,2022-03-24,test,train,train
5,415,2022-03-25,test,train,train
5,416,2022-03-26,test,train,train
5,417,2022-03-27,test,train,train
5,418,2022-03-28,test,train,train
5,419,2022-03-29,test,train,train
5,420,2022-03-30,test,train,train
5,421,2022-03-31,test,train,train
5,422,2022-04-01,test,train,train
5,423,2022-04-02,test,train,train
5,424,2022-04-03,test,train,train
5,425,2022-04-04,test,train,train
5,426,2022-04-05,test,train,train
5,427,2022-04-06,test,train,train
5,428,2022-04-07,test,train,train
5,429,2022-04-08,test,train,train
5,430,2022-04-09,test,train,train
5,431,2022-04-10,test,train,train
5,432,2022-04-11,test,train,train
5,433,2022-04-12,test,train,train
5,434,2022-04-13,test,train,train
5,435,2022-04-14,test,train,train
5,436,2022-04-15,test,train,train
5,437,2022-04-16,test,train,train
5,438,2022-04-17,test,train,train
5,439,2022-04-18,test,train,train
5,440,2022-04-19,test,train,train
5,441,2022-04-20,test,train,train
5,442,2022-04-21,test,train,train
5,443,2022-04-22,test,train,train
5,444,2022-04-23,test,train,train
5,445,2022-04-24,test,train,train
5,446,2022-04-25,test,train,train
5,447,2022-04-26,test,train,train
5,448,2022-04-27,test,train,train
5,449,2022-04-28,test,train,train
5,450,2022-04-29,test,train,train
5,451,2022-04-30,test,train,train
5,452,2022-05-01,test,train,train
5,453,2022-05-02,test,train,train
5,454,2022-05-03,test,train,train
5,455,2022-05-04,test,train,train
5,456,2022-05-05,test,train,train
5,457,2022-05-06,test,train,train
5,458,2022-05-07,test,train,train
5,459,2022-05-08,test,train,train
5,460,2022-05-09,test,train,train
5,461,2022-05-10,test,train,train
5,462,2022-05-11,test,train,train
5,463,2022-05-12,test,train,train
5,464,2022-05-13,test,train,train
5,465,2022-05-14,test,train,train
5,466,2022-05-15,test,train,train
5,467,2022-05-16,test,train,train
5,468,2022-05-17,test,train,train
5,469,2022-05-18,test,train,train
5,470,2022-05-19,test,train,train
5,471,2022-05-20,test,train,train
5,472,2022-05-21,test,train,train
5,473,2022-05-22,test,train,train
5,474,2022-05-23,test,train,train
5,475,2022-05-24,test,train,train
5,476,2022-05-25,test,train,train
5,477,2022-05-26,test,train,train
5,478,2022-05-27,test,train,train
5,479,2022-05-28,test,train,train
5,480,2022-05-29,test,train,train
5,481,2022-05-30,test,train,train
5,482,2022-05-31,test,train,train
5,483,2022-06-01,test,train,train
5,484,2022-06-02,test,train,train
5,485,2022-06-03,test,train,train
5,486,2022-06-04,test,train,train
5,487,2022-06-05,test,train,train
5,488,2022-06-06,test,train,train
5,489,2022-06-07,test,train,train
5,490,2022-06-08,test,train,train
5,491,2022-06-09,test,train,train
5,492,2022-06-10,test,train,train
5,493,2022-06-11,test,train,train
5,494,2022-06-12,test,train,train
5,495,2022-06-13,test,train,train
5,496,2022-06-14,test,train,train
5,497,2022-06-15,test,train,train
5,498,2022-06-16,unused,test,train
5,499,2022-06-17,unused,test,train
5,500,2022-06-18,unused,test,train
5,501,2022-06-19,unused,test,train
5,502,2022-06-20,unused,test,train
5,503,2022-06-21,unused,test,train
5,504,2022-06-22,unused,test,train
5,505,2022-06-23,unused,test,train
5,506,2022-06-24,unused,test,train
5,507,2022-06-25,unused,test,train
5,508,2022-06-26,unused,test,train
5,509,2022-06-27,unused,test,train
5,510,2022-06-28,unused,test,train
5,511,2022-06-29,unused,test,train
5,512,2022-06-30,unused,test,train
5,513,2022-07-01,unused,test,train
5,514,2022-07-02,unused,test,train
5,515,2022-07-03,unused,test,train
5,516,2022-07-04,unused,test,train
5,517,2022-07-05,unused,test,train
5,518,2022-07-06,unused,test,train
5,519,2022-07-07,unused,test,train
5,520,2022-07-08,unused,test,train
5,521,2022-07-09,unused,test,train
5,522,2022-07-10,unused,test,train
5,523,2022-07-11,unused,test,train
5,524,2022-07-12,unused,test,train
5,525,2022-07-13,unused,test,train
5,526,2022-07-14,unused,test,train
5,527,2022-07-15,unused,test,train
5,528,2022-07-16,unused,test,train
5,529,2022-07-17,unused,test,train
5,530,2022-07-18,unused,test,train
5,531,2022-07-19,unused,test,train
5,532,2022-07-20,unused,test,train
5,533,2022-07-21,unused,test,train
5,534,2022-07-22,unused,test,train
5,535,2022-07-23,unused,test,train
5,536,2022-07-24,unused,test,train
5,537,2022-07-25,unused,test,train
5,538,2022-07-26,unused,test,train
5,539,2022-07-27,unused,test,train
5,540,2022-07-28,unused,test,train
5,541,2022-07-29,unused,test,train
5,542,2022-07-30,unused,test,train
5,543,2022-07-31,unused,test,train
5,544,2022-08-01,unused,test,train
5,545,2022-08-02,unused,test,train
5,546,2022-08-03,unused,test,train
5,547,2022-08-04,unused,test,train
5,548,2022-08-05,unused,test,train
5,549,2022-08-06,unused,test,train
5,550,2022-08-07,unused,test,train
5,551,2022-08-08,unused,test,train
5,552,2022-08-09,unused,test,train
5,553,2022-08-10,unused,test,train
5,554,2022-08-11,unused,test,train
5,555,2022-08-12,unused,test,train
5,556,2022-08-13,unused,test,train
5,557,2022-08-14,unused,test,train
5,558,2022-08-15,unused,test,train
5,559,2022-08-16,unused,test,train
5,560,2022-08-17,unused,test,train
5,561,2022-08-18,unused,test,train
5,562,2022-08-19,unused,test,train
5,563,2022-08-20,unused,test,train
5,564,2022-08-21,unused,test,train
5,565,2022-08-22,unused,test,train
5,566,2022-08-23,unused,test,train
5,567,2022-08-24,unused,test,train
5,568,2022-08-25,unused,test,train
5,569,2022-08-26,unused,test,train
5,570,2022-08-27,unused,test,train
5,571,2022-08-28,unused,test,train
5,572,2022-08-29,unused,test,train
5,573,2022-08-30,unused,test,train
5,574,2022-08-31,unused,test,train
5,575,2022-09-01,unused,test,train
5,576,2022-09-02,unused,test,train
5,577,2022-09-03,unused,test,train
5,578,2022-09-04,unused,test,train
5,579,2022-09-05,unused,test,train
5,580,2022-09-06,unused,test,train
5,581,2022-09-07,unused,test,train
5,582,2022-09-08,unused,test,train
5,583,2022-09-09,unused,test,train
5,584,2022-09-10,unused,test,train
5,585,2022-09-11,unused,test,train
5,586,2022-09-12,unused,test,train
5,587,2022-09-13,unused,test,train
5,588,2022-09-14,unused,test,train
5,589,2022-09-15,unused,test,train
5,590,2022-09-16,unused,test,train
5,591,2022-09-17,unused,test,train
5,592,2022-09-18,unused,test,train
5,593,2022-09-19,unused,test,train
5,594,2022-09-20,unused,test,train
5,595,2022-09-21,unused,test,train
5,596,2022-09-22,unused,test,train
5,597,2022-09-23,unused,test,train
5,598,2022-09-24,unused,test,train
5,599,2022-09-25,unused,test,train
5,600,2022-09-26,unused,test,train
5,601,2022-09-27,unused,test,train
5,602,2022-09-28,unused,test,train
5,603,2022-09-29,unused,test,train
5,604,2022-09-30,unused,test,train
5,605,2022-10-01,unused,test,train
5,606,2022-10-02,unused,test,train
5,607,2022-10-03,unused,test,train
5,608,2022-10-04,unused,test,train
5,609,2022-10-05,unused,test,train
5,610,2022-10-06,unused,test,train
5,611,2022-10-07,unused,test,train
5,612,2022-10-08,unused,test,train
5,613,2022-10-09,unused,test,train
5,614,2022-10-10,unused,test,train
5,615,2022-10-11,unused,test,train
5,616,2022-10-12,unused,test,train
5,617,2022-10-13,unused,test,train
5,618,2022-10-14,unused,test,train
5,619,2022-10-15,unused,test,train
5,620,2022-10-16,unused,test,train
5,621,2022-10-17,unused,test,train
5,622,2022-10-18,unused,test,train
5,623,2022-10-19,unused,test,train
5,624,2022-10-20,unused,test,train
5,625,2022-10-21,unused,test,train
5,626,2022-10-22,unused,test,train
5,627,2022-10-23,unused,test,train
5,628,2022-10-24,unused,test,train
5,629,2022-10-25,unused,test,train
5,630,2022-10-26,unused,test,train
5,631,2022-10-27,unused,test,train
5,632,2022-10-28,unused,test,train
5,633,2022-10-29,unused,test,train
5,634,2022-10-30,unused,test,train
5,635,2022-10-31,unused,test,train
5,636,2022-11-01,unused,test,train
5,637,2022-11-02,unused,test,train
5,638,2022-11-03,unused,test,train
5,639,2022-11-04,unused,test,train
5,640,2022-11-05,unused,test,train
5,641,2022-11-06,unused,test,train
5,642,2022-11-07,unused,test,train
5,643,2022-11-08,unused,test,train
5,644,2022-11-09,unused,test,train
5,645,2022-11-10,unused,test,train
5,646,2022-11-11,unused,test,train
5,647,2022-11-12,unused,test,train
5,648,2022-11-13,unused,test,train
5,649,2022-11-14,unused,test,train
5,650,2022-11-15,unused,test,train
5,651,2022-11-16,unused,test,train
5,652,2022-11-17,unused,test,train
5,653,2022-11-18,unused,test,train
5,654,2022-11-19,unused,test,train
5,655,2022-11-20,unused,test,train
5,656,2022-11-21,unused,test,train
5,657,2022-11-22,unused,test,train
5,658,2022-11-23,unused,test,train
5,659,2022-11-24,unused,test,train
5,660,2022-11-25,unused,test,train
5,661,2022-11-26,unused,test,train
5,662,2022-11-27,unused,test,train
5,663,2022-11-28,unused,test,train
5,664,2022-11-29,unused,test,train
5,665,2022-11-30,unused,test,train
5,666,2022-12-01,unused,test,train
5,667,2022-12-02,unused,test,train
5,668,2022-12-03,unused,test,train
5,669,2022-12-04,unused,test,train
5,670,2022-12-05,unused,test,train
5,671,2022-12-06,unused,test,train
5,672,2022-12-07,unused,test,train
5,673,2022-12-08,unused,test,train
5,674,2022-12-09,unused,test,train
5,675,2022-12-10,unused,test,train
5,676,2022-12-11,unused,test,train
5,677,2022-12-12,unused,test,train
5,678,2022-12-13,unused,test,train
5,679,2022-12-14,unused,test,train
5,680,2022-12-15,unused,test,train
5,681,2022-12-16,unused,test,train
5,682,2022-12-17,unused,test,train
5,683,2022-12-18,unused,test,train
5,684,2022-12-19,unused,test,train
5,685,2022-12-20,unused,test,train
5,686,2022-12-21,unused,test,train
5,687,2022-12-22,unused,test,train
5,688,2022-12-23,unused,test,train
5,689,2022-12-24,unused,test,train
5,690,2022-12-25,unused,test,train
5,691,2022-12-26,unused,test,train
5,692,2022-12-27,unused,test,train
5,693,2022-12-28,unused,test,train
5,694,2022-12-29,unused,test,train
5,695,2022-12-30,unused,test,train
5,696,2022-12-31,unused,test,train
5,697,2023-01-01,unused,test,train
5,698,2023-01-02,unused,test,train
5,699,2023-01-03,unused,test,train
5,700,2023-01-04,unused,test,train
5,701,2023-01-05,unused,test,train
5,702,2023-01-06,unused,test,train
5,703,2023-01-07,unused,test,train
5,704,2023-01-08,unused,test,train
5,705,2023-01-09,unused,test,train
5,706,2023-01-10,unused,test,train
5,707,2023-01-11,unused,test,train
5,708,2023-01-12,unused,test,train
5,709,2023-01-13,unused,test,train
5,710,2023-01-14,unused,test,train
5,711,2023-01-15,unused,test,train
5,712,2023-01-16,unused,test,train
5,713,2023-01-17,unused,test,train
5,714,2023-01-18,unused,test,train
5,715,2023-01-19,unused,test,train
5,716,2023-01-20,unused,test,train
5,717,2023-01-21,unused,test,train
5,718,2023-01-22,unused,test,train
5,719,2023-01-23,unused,test,train
5,720,2023-01-24,unused,test,train
5,721,2023-01-25,unused,test,train
5,722,2023-01-26,unused,test,train
5,723,2023-01-27,unused,test,train
5,724,2023-01-28,unused,test,train
5,725,2023-01-29,unused,test,train
5,726,2023-01-30,unused,test,train
5,727,2023-01-31,unused,test,train
5,728,2023-02-01,unused,test,train
5,729,2023-02-02,unused,test,train
5,730,2023-02-03,unused,test,train
5,731,2023-02-04,unused,test,train
5,732,2023-02-05,unused,test,train
5,733,2023-02-06,unused,test,train
5,734,2023-02-07,unused,test,train
5,735,2023-02-08,unused,test,train
5,736,2023-02-09,unused,test,train
5,737,2023-02-10,unused,test,train
5,738,2023-02-11,unused,test,train
5,739,2023-02-12,unused,test,train
5,740,2023-02-13,unused,test,train
5,741,2023-02-14,unused,test,train
5,742,2023-02-15,unused,test,train
5,743,2023-02-16,unused,test,train
5,744,2023-02-17,unused,test,train
5,745,2023-02-18,unused,test,train
5,746,2023-02-19,unused,test,train
5,747,2023-02-20,unused,unused,test
5,748,2023-02-21,unused,unused,test
5,749,2023-02-22,unused,unused,test
5,750,2023-02-23,unused,unused,test
5,751,2023-02-24,unused,unused,test
5,752,2023-02-25,unused,unused,test
5,753,2023-02-26,unused,unused,test
5,754,2023-02-27,unused,unused,test
5,755,2023-02-28,unused,unused,test
5,756,2023-03-01,unused,unused,test
5,757,2023-03-02,unused,unused,test
5,758,2023-03-03,unused,unused,test
5,759,2023-03-04,unused,unused,test
5,760,2023-03-05,unused,unused,test
5,761,2023-03-06,unused,unused,test
5,762,2023-03-07,unused,unused,test
5,763,2023-03-08,unused,unused,test
5,764,2023-03-09,unused,unused,test
5,765,2023-03-10,unused,unused,test
5,766,2023-03-11,unused,unused,test
5,767,2023-03-12,unused,unused,test
5,768,2023-03-13,unused,unused,test
5,769,2023-03-14,unused,unused,test
5,770,2023-03-15,unused,unused,test
5,771,2023-03-16,unused,unused,test
5,772,2023-03-17,unused,unused,test
5,773,2023-03-18,unused,unused,test
5,774,2023-03-19,unused,unused,test
5,775,2023-03-20,unused,unused,test
5,776,2023-03-21,unused,unused,test
5,777,2023-03-22,unused,unused,test
5,778,2023-03-23,unused,unused,test
5,779,2023-03-24,unused,unused,test
5,780,2023-03-25,unused,unused,test
5,781,2023-03-26,unused,unused,test
5,782,2023-03-27,unused,unused,test
5,783,2023-03-28,unused,unused,test
5,784,2023-03-29,unused,unused,test
5,785,2023-03-30,unused,unused,test
5,786,2023-03-31,unused,unused,test
5,787,2023-04-01,unused,unused,test
5,788,2023-04-02,unused,unused,test
5,789,2023-04-03,unused,unused,test
5,790,2023-04-04,unused,unused,test
5,791,2023-04-05,unused,unused,test
5,792,2023-04-06,unused,unused,test
5,793,2023-04-07,unused,unused,test
5,794,2023-04-08,unused,unused,test
5,795,2023-04-09,unused,unused,test
5,796,2023-04-10,unused,unused,test
5,797,2023-04-11,unused,unused,test
5,798,2023-04-12,unused,unused,test
